NUM,DataTime,LMD,SensorVal,Unit,Pos
607,00:20:15,102.5,-1.220,με,位置1
608,00:20:17,102.5,-1.220,με,位置1
609,00:20:19,102.5,-1.210,με,位置1
610,00:20:21,102.5,-1.210,με,位置1
611,00:20:23,102.5,-1.210,με,位置1
612,00:20:25,102.5,-1.200,με,位置1
613,00:20:27,102.5,-1.210,με,位置1
614,00:20:29,102.5,-1.200,με,位置1
615,00:20:31,102.5,-1.200,με,位置1
616,00:20:33,102.5,-1.200,με,位置1
617,00:20:35,102.5,-1.200,με,位置1
618,00:20:37,102.5,-1.200,με,位置1
619,00:20:39,102.5,-1.200,με,位置1
620,00:20:41,102.5,-1.200,με,位置1
621,00:20:43,102.5,-1.200,με,位置1
622,00:20:45,102.5,-1.190,με,位置1
623,00:20:47,102.5,-1.190,με,位置1
624,00:20:49,102.5,-1.190,με,位置1
625,00:20:51,102.5,-1.161,με,位置1
626,00:20:53,102.5,-1.190,με,位置1
627,00:20:55,102.5,-1.190,με,位置1
628,00:20:57,102.5,-1.180,με,位置1
629,00:20:59,102.5,-1.180,με,位置1
630,00:21:01,102.5,-1.190,με,位置1
631,00:21:03,102.5,-1.190,με,位置1
632,00:21:05,102.5,-1.190,με,位置1
633,00:21:07,102.5,-1.190,με,位置1
634,00:21:09,102.5,-1.190,με,位置1
635,00:21:11,102.5,-1.190,με,位置1
636,00:21:13,102.5,-1.190,με,位置1
637,00:21:15,102.5,-1.190,με,位置1
638,00:21:17,102.5,-1.200,με,位置1
639,00:21:19,102.5,-1.200,με,位置1
640,00:21:21,102.5,-1.200,με,位置1
641,00:21:23,102.5,-1.200,με,位置1
642,00:21:25,102.5,-1.190,με,位置1
643,00:21:27,102.5,-1.200,με,位置1
644,00:21:29,102.5,-1.210,με,位置1
645,00:21:31,102.5,-1.210,με,位置1
646,00:21:33,102.5,-1.200,με,位置1
647,00:21:35,102.5,-1.190,με,位置1
648,00:21:37,102.5,-1.200,με,位置1
649,00:21:39,102.5,-1.210,με,位置1
650,00:21:41,102.5,-1.200,με,位置1
651,00:21:43,102.5,-1.210,με,位置1
652,00:21:45,102.5,-1.210,με,位置1
653,00:21:47,102.5,-1.210,με,位置1
654,00:21:49,102.5,-1.210,με,位置1
655,00:21:51,102.5,-1.200,με,位置1
656,00:21:53,102.5,-1.210,με,位置1
657,00:21:55,102.5,-1.200,με,位置1
658,00:21:57,102.5,-1.200,με,位置1
659,00:21:59,102.5,-1.200,με,位置1
660,00:22:01,102.5,-1.210,με,位置1
661,00:22:03,102.5,-1.200,με,位置1
662,00:22:05,102.5,-1.210,με,位置1
663,00:22:07,102.5,-1.220,με,位置1
664,00:22:09,102.5,-1.210,με,位置1
665,00:22:11,102.5,-1.210,με,位置1
666,00:22:13,102.5,-1.229,με,位置1
667,00:22:15,102.5,-1.229,με,位置1
668,00:22:17,102.5,-1.229,με,位置1
669,00:22:19,102.5,-1.220,με,位置1
670,00:22:21,102.5,-1.229,με,位置1
671,00:22:23,102.5,-1.220,με,位置1
672,00:22:25,102.5,-1.220,με,位置1
673,00:22:27,102.5,-1.239,με,位置1
674,00:22:29,102.5,-1.239,με,位置1
675,00:22:31,102.5,-1.229,με,位置1
676,00:22:33,102.5,-1.229,με,位置1
677,00:22:35,102.5,-1.239,με,位置1
678,00:22:37,102.5,-1.239,με,位置1
679,00:22:39,102.5,-1.249,με,位置1
680,00:22:41,102.5,-1.259,με,位置1
681,00:22:43,102.5,-1.259,με,位置1
682,00:22:45,102.5,-1.259,με,位置1
683,00:22:47,102.5,-1.259,με,位置1
684,00:22:49,102.5,-1.259,με,位置1
685,00:22:51,102.5,-1.249,με,位置1
686,00:22:53,102.5,-1.259,με,位置1
687,00:22:55,102.5,-1.259,με,位置1
688,00:22:57,102.5,-1.259,με,位置1
689,00:22:59,102.5,-1.259,με,位置1
690,00:23:01,102.5,-1.259,με,位置1
691,00:23:03,102.5,-1.259,με,位置1
692,00:23:05,102.5,-1.259,με,位置1
693,00:23:07,102.5,-1.259,με,位置1
694,00:23:09,102.5,-1.259,με,位置1
695,00:23:11,102.5,-1.259,με,位置1
696,00:23:13,102.5,-1.268,με,位置1
697,00:23:15,102.5,-1.268,με,位置1
698,00:23:17,102.5,-1.268,με,位置1
699,00:23:19,102.5,-1.239,με,位置1
700,00:23:21,102.5,-1.268,με,位置1
701,00:23:23,102.5,-1.268,με,位置1
702,00:23:25,102.5,-1.268,με,位置1
703,00:23:27,102.5,-1.268,με,位置1
704,00:23:29,102.5,-1.268,με,位置1
705,00:23:31,102.5,-1.278,με,位置1
706,00:23:33,102.5,-1.278,με,位置1
707,00:23:35,102.5,-1.278,με,位置1
708,00:23:37,102.5,-1.278,με,位置1
709,00:23:39,102.5,-1.278,με,位置1
710,00:23:41,102.5,-1.249,με,位置1
711,00:23:43,102.5,-1.249,με,位置1
712,00:23:45,102.5,-1.268,με,位置1
713,00:23:47,102.5,-1.268,με,位置1
714,00:23:49,102.5,-1.288,με,位置1
715,00:23:51,102.5,-1.288,με,位置1
716,00:23:53,102.5,-1.278,με,位置1
717,00:23:55,102.5,-1.278,με,位置1
718,00:23:57,102.5,-1.278,με,位置1
719,00:23:59,102.5,-1.288,με,位置1
720,00:24:01,102.5,-1.278,με,位置1
721,00:24:03,102.5,-1.268,με,位置1
722,00:24:05,102.5,-1.259,με,位置1
723,00:24:07,102.5,-1.259,με,位置1
724,00:24:09,102.5,-1.278,με,位置1
725,00:24:11,102.5,-1.259,με,位置1
726,00:24:13,102.5,-1.278,με,位置1
727,00:24:15,102.5,-1.278,με,位置1
728,00:24:17,102.5,-1.278,με,位置1
729,00:24:19,102.5,-1.278,με,位置1
730,00:24:21,102.5,-1.278,με,位置1
731,00:24:23,102.5,-1.278,με,位置1
732,00:24:25,102.5,-1.278,με,位置1
733,00:24:27,102.5,-1.278,με,位置1
734,00:24:29,102.5,-1.268,με,位置1
735,00:24:31,102.5,-1.229,με,位置1
736,00:24:33,102.5,-1.229,με,位置1
737,00:24:35,102.5,-1.229,με,位置1
738,00:24:37,102.5,-1.259,με,位置1
739,00:24:39,102.5,-1.259,με,位置1
740,00:24:41,102.5,-1.259,με,位置1
741,00:24:43,102.5,-1.268,με,位置1
742,00:24:45,102.5,-1.239,με,位置1
743,00:24:47,102.5,-1.239,με,位置1
744,00:24:49,102.5,-1.249,με,位置1
745,00:24:51,102.5,-1.259,με,位置1
746,00:24:53,102.5,-1.249,με,位置1
747,00:24:55,102.5,-1.249,με,位置1
748,00:24:57,102.5,-1.249,με,位置1
749,00:24:59,102.5,-1.229,με,位置1
750,00:25:01,102.5,-1.229,με,位置1
751,00:25:03,102.5,-1.229,με,位置1
752,00:25:05,102.5,-1.239,με,位置1
753,00:25:07,102.5,-1.229,με,位置1
754,00:25:09,102.5,-1.229,με,位置1
755,00:25:11,102.5,-1.229,με,位置1
756,00:25:13,102.5,-1.229,με,位置1
757,00:25:15,102.5,-1.220,με,位置1
758,00:25:17,102.5,-1.220,με,位置1
759,00:25:19,102.5,-1.220,με,位置1
760,00:25:21,102.5,-1.220,με,位置1
761,00:25:23,102.5,-1.220,με,位置1
762,00:25:25,102.5,-1.210,με,位置1
763,00:25:27,102.5,-1.210,με,位置1
764,00:25:29,102.5,-1.210,με,位置1
765,00:25:31,102.5,-1.210,με,位置1
766,00:25:33,102.5,-1.210,με,位置1
767,00:25:35,102.5,-1.210,με,位置1
768,00:25:37,102.5,-1.210,με,位置1
769,00:25:39,102.5,-1.200,με,位置1
770,00:25:41,102.5,-1.200,με,位置1
771,00:25:43,102.5,-1.200,με,位置1
772,00:25:45,102.5,-1.200,με,位置1
773,00:25:47,102.5,-1.180,με,位置1
774,00:25:49,102.5,-1.171,με,位置1
775,00:25:51,102.5,-1.200,με,位置1
776,00:25:53,102.5,-1.190,με,位置1
777,00:25:55,102.5,-1.190,με,位置1
778,00:25:57,102.5,-1.190,με,位置1
779,00:25:59,102.5,-1.200,με,位置1
780,00:26:01,102.5,-1.200,με,位置1
781,00:26:03,102.5,-1.200,με,位置1
782,00:26:05,102.5,-1.190,με,位置1
783,00:26:07,102.5,-1.190,με,位置1
784,00:26:09,102.5,-1.180,με,位置1
785,00:26:11,102.5,-1.171,με,位置1
786,00:26:13,102.5,-1.171,με,位置1
787,00:26:15,102.5,-1.171,με,位置1
788,00:26:17,102.5,-1.171,με,位置1
789,00:26:19,102.5,-1.171,με,位置1
790,00:26:21,102.5,-1.171,με,位置1
791,00:26:23,102.5,-1.161,με,位置1
792,00:26:25,102.5,-1.161,με,位置1
793,00:26:27,102.5,-1.161,με,位置1
794,00:26:29,102.5,-1.161,με,位置1
795,00:26:31,102.5,-1.161,με,位置1
796,00:26:33,102.5,-1.161,με,位置1
797,00:26:35,102.5,-1.141,με,位置1
798,00:26:37,102.5,-1.141,με,位置1
799,00:26:39,102.5,-1.141,με,位置1
800,00:26:41,102.5,-1.132,με,位置1
801,00:26:43,102.5,-1.132,με,位置1
802,00:26:45,102.5,-1.141,με,位置1
803,00:26:47,102.5,-1.141,με,位置1
804,00:26:49,102.5,-1.132,με,位置1
805,00:26:51,102.5,-1.132,με,位置1
806,00:26:53,102.5,-1.122,με,位置1
807,00:26:55,102.5,-1.122,με,位置1
808,00:26:57,102.5,-1.122,με,位置1
809,00:26:59,102.5,-1.122,με,位置1
810,00:27:01,102.5,-1.132,με,位置1
811,00:27:03,102.5,-1.132,με,位置1
812,00:27:05,102.5,-1.132,με,位置1
813,00:27:07,102.5,-1.132,με,位置1
814,00:27:09,102.5,-1.132,με,位置1
815,00:27:11,102.5,-1.132,με,位置1
816,00:27:13,102.5,-1.132,με,位置1
817,00:27:15,102.5,-1.132,με,位置1
818,00:27:17,102.5,-1.141,με,位置1
819,00:27:19,102.5,-1.141,με,位置1
820,00:27:21,102.5,-1.141,με,位置1
821,00:27:23,102.5,-1.141,με,位置1
822,00:27:25,102.5,-1.141,με,位置1
823,00:27:27,102.5,-1.141,με,位置1
824,00:27:29,102.5,-1.141,με,位置1
825,00:27:31,102.5,-1.151,με,位置1
826,00:27:33,102.5,-1.151,με,位置1
827,00:27:35,102.5,-1.151,με,位置1
828,00:27:37,102.5,-1.161,με,位置1
829,00:27:39,102.5,-1.161,με,位置1
830,00:27:41,102.5,-1.151,με,位置1
831,00:27:43,102.5,-1.161,με,位置1
832,00:27:45,102.5,-1.151,με,位置1
833,00:27:47,102.5,-1.151,με,位置1
834,00:27:49,102.5,-1.171,με,位置1
835,00:27:51,102.5,-1.171,με,位置1
836,00:27:53,102.5,-1.161,με,位置1
837,00:27:55,102.5,-1.151,με,位置1
838,00:27:57,102.5,-1.151,με,位置1
839,00:27:59,102.5,-1.151,με,位置1
840,00:28:01,102.5,-1.141,με,位置1
841,00:28:03,102.5,-1.161,με,位置1
842,00:28:05,102.5,-1.151,με,位置1
843,00:28:07,102.5,-1.151,με,位置1
844,00:28:09,102.5,-1.151,με,位置1
845,00:28:11,102.5,-1.151,με,位置1
846,00:28:13,102.5,-1.151,με,位置1
847,00:28:15,102.5,-1.151,με,位置1
848,00:28:17,102.5,-1.151,με,位置1
849,00:28:19,102.5,-1.151,με,位置1
850,00:28:21,102.5,-1.151,με,位置1
851,00:28:23,102.5,-1.151,με,位置1
852,00:28:25,102.5,-1.122,με,位置1
853,00:28:27,102.5,-1.141,με,位置1
854,00:28:29,102.5,-1.141,με,位置1
855,00:28:31,102.5,-1.141,με,位置1
856,00:28:33,102.5,-1.141,με,位置1
857,00:28:35,102.5,-1.141,με,位置1
858,00:28:37,102.5,-1.141,με,位置1
859,00:28:39,102.5,-1.141,με,位置1
860,00:28:41,102.5,-1.132,με,位置1
861,00:28:43,102.5,-1.132,με,位置1
862,00:28:45,102.5,-1.132,με,位置1
863,00:28:47,102.5,-1.132,με,位置1
864,00:28:49,102.5,-1.122,με,位置1
865,00:28:51,102.5,-1.132,με,位置1
866,00:28:53,102.5,-1.122,με,位置1
867,00:28:55,102.5,-1.122,με,位置1
868,00:28:57,102.5,-1.122,με,位置1
869,00:28:59,102.5,-1.122,με,位置1
870,00:29:01,102.5,-1.122,με,位置1
871,00:29:03,102.5,-1.122,με,位置1
872,00:29:05,102.5,-1.122,με,位置1
873,00:29:07,102.5,-1.122,με,位置1
874,00:29:09,102.5,-1.122,με,位置1
875,00:29:11,102.5,-1.112,με,位置1
876,00:29:13,102.5,-1.112,με,位置1
877,00:29:15,102.5,-1.112,με,位置1
878,00:29:17,102.5,-1.102,με,位置1
879,00:29:19,102.5,-1.093,με,位置1
880,00:29:21,102.5,-1.093,με,位置1
881,00:29:23,102.5,-1.102,με,位置1
882,00:29:25,102.5,-1.102,με,位置1
883,00:29:27,102.5,-1.102,με,位置1
884,00:29:29,102.5,-1.102,με,位置1
885,00:29:31,102.5,-1.093,με,位置1
886,00:29:33,102.5,-1.093,με,位置1
887,00:29:35,102.5,-1.083,με,位置1
888,00:29:37,102.5,-1.083,με,位置1
889,00:29:39,102.5,-1.083,με,位置1
890,00:29:41,102.5,-1.083,με,位置1
891,00:29:43,102.5,-1.083,με,位置1
892,00:29:45,102.5,-1.083,με,位置1
893,00:29:47,102.5,-1.083,με,位置1
894,00:29:49,102.5,-1.083,με,位置1
895,00:29:51,102.5,-1.073,με,位置1
896,00:29:53,102.5,-1.073,με,位置1
897,00:29:55,102.5,-1.073,με,位置1
898,00:29:57,102.5,-1.073,με,位置1
899,00:29:59,102.5,-1.073,με,位置1
900,00:30:01,102.5,-1.063,με,位置1
901,00:30:03,102.5,-1.063,με,位置1
902,00:30:05,102.5,-1.054,με,位置1
903,00:30:07,102.5,-1.063,με,位置1
904,00:30:09,102.5,-1.063,με,位置1
905,00:30:11,102.5,-1.054,με,位置1
906,00:30:13,102.5,-1.054,με,位置1
907,00:30:15,102.5,-1.054,με,位置1
908,00:30:17,102.5,-1.054,με,位置1
909,00:30:19,102.5,-1.054,με,位置1
910,00:30:21,102.5,-1.054,με,位置1
911,00:30:23,102.5,-1.054,με,位置1
912,00:30:25,102.5,-1.044,με,位置1
913,00:30:27,102.5,-1.044,με,位置1
914,00:30:29,102.5,-1.044,με,位置1
915,00:30:31,102.5,-1.044,με,位置1
916,00:30:33,102.5,-1.044,με,位置1
917,00:30:35,102.5,-1.034,με,位置1
918,00:30:37,102.5,-1.044,με,位置1
919,00:30:39,102.5,-1.044,με,位置1
920,00:30:41,102.5,-1.024,με,位置1
921,00:30:43,102.5,-1.024,με,位置1
922,00:30:45,102.5,-1.034,με,位置1
923,00:30:47,102.5,-1.034,με,位置1
924,00:30:49,102.5,-1.034,με,位置1
925,00:30:51,102.5,-1.034,με,位置1
926,00:30:53,102.5,-1.034,με,位置1
927,00:30:55,102.5,-1.034,με,位置1
928,00:30:57,102.5,-1.034,με,位置1
929,00:30:59,102.5,-1.034,με,位置1
930,00:31:01,102.5,-1.034,με,位置1
931,00:31:03,102.5,-1.034,με,位置1
932,00:31:05,102.5,-1.024,με,位置1
933,00:31:07,102.5,-1.024,με,位置1
934,00:31:09,102.5,-1.024,με,位置1
935,00:31:11,102.5,-1.024,με,位置1
936,00:31:13,102.5,-1.024,με,位置1
937,00:31:15,102.5,-1.034,με,位置1
938,00:31:17,102.5,-1.034,με,位置1
939,00:31:19,102.5,-1.024,με,位置1
940,00:31:21,102.5,-1.024,με,位置1
941,00:31:23,102.5,-1.015,με,位置1
942,00:31:25,102.5,-1.024,με,位置1
943,00:31:27,102.5,-1.034,με,位置1
944,00:31:29,102.5,-1.005,με,位置1
945,00:31:31,102.5,-1.015,με,位置1
946,00:31:33,102.5,-1.024,με,位置1
947,00:31:35,102.5,-1.024,με,位置1
948,00:31:37,102.5,-1.024,με,位置1
949,00:31:39,102.5,-1.024,με,位置1
950,00:31:41,102.5,-1.024,με,位置1
951,00:31:43,102.5,-1.015,με,位置1
952,00:31:45,102.5,-1.024,με,位置1
953,00:31:47,102.5,-1.024,με,位置1
954,00:31:49,102.5,-1.024,με,位置1
955,00:31:51,102.5,-1.015,με,位置1
956,00:31:53,102.5,-1.015,με,位置1
957,00:31:55,102.5,-1.015,με,位置1
958,00:31:57,102.5,-1.015,με,位置1
959,00:31:59,102.5,-1.015,με,位置1
960,00:32:01,102.5,-1.024,με,位置1
961,00:32:03,102.5,-1.015,με,位置1
962,00:32:05,102.5,-1.015,με,位置1
963,00:32:07,102.5,-1.024,με,位置1
964,00:32:09,102.5,-1.024,με,位置1
965,00:32:11,102.5,-1.015,με,位置1
966,00:32:13,102.5,-1.024,με,位置1
967,00:32:15,102.5,-1.005,με,位置1
968,00:32:17,102.5,-1.015,με,位置1
969,00:32:19,102.5,-1.015,με,位置1
970,00:32:21,102.5,-1.015,με,位置1
971,00:32:23,102.5,-1.024,με,位置1
972,00:32:25,102.5,-1.034,με,位置1
973,00:32:27,102.5,-1.034,με,位置1
974,00:32:29,102.5,-1.024,με,位置1
975,00:32:33,102.5,-1.024,με,位置1
976,00:32:35,102.5,-1.024,με,位置1
977,00:32:37,102.5,-1.024,με,位置1
978,00:32:39,102.5,-1.024,με,位置1
979,00:32:41,102.5,-1.024,με,位置1
980,00:32:43,102.5,-1.024,με,位置1
981,00:32:45,102.5,-1.015,με,位置1
982,00:32:47,102.5,-1.015,με,位置1
983,00:32:49,102.5,-1.015,με,位置1
984,00:32:51,102.5,-1.015,με,位置1
985,00:32:53,102.5,-1.015,με,位置1
986,00:32:55,102.5,-1.005,με,位置1
987,00:32:57,102.5,-1.005,με,位置1
988,00:32:59,102.5,-0.995,με,位置1
989,00:33:01,102.5,-0.995,με,位置1
990,00:33:03,102.5,-1.005,με,位置1
991,00:33:05,102.5,-1.005,με,位置1
992,00:33:07,102.5,-1.005,με,位置1
993,00:33:09,102.5,-1.005,με,位置1
994,00:33:11,102.5,-1.005,με,位置1
995,00:33:13,102.5,-1.005,με,位置1
996,00:33:15,102.5,-0.966,με,位置1
997,00:33:17,102.5,-0.995,με,位置1
998,00:33:19,102.5,-1.005,με,位置1
999,00:33:21,102.5,-1.005,με,位置1
1000,00:33:23,102.5,-0.995,με,位置1
1001,00:33:25,102.5,-0.995,με,位置1
1002,00:33:27,102.5,-0.995,με,位置1
1003,00:33:29,102.5,-0.985,με,位置1
1004,00:33:31,102.5,-0.995,με,位置1
1005,00:33:33,102.5,-0.966,με,位置1
1006,00:33:35,102.5,-0.985,με,位置1
1007,00:33:37,102.5,-0.985,με,位置1
1008,00:33:39,102.5,-0.976,με,位置1
1009,00:33:41,102.5,-0.976,με,位置1
1010,00:33:43,102.5,-0.976,με,位置1
1011,00:33:45,102.5,-0.976,με,位置1
1012,00:33:47,102.5,-0.976,με,位置1
1013,00:33:49,102.5,-0.966,με,位置1
1014,00:33:51,102.5,-0.966,με,位置1
1015,00:33:53,102.5,-0.966,με,位置1
1016,00:33:57,102.5,-0.966,με,位置1
1017,00:33:59,102.5,-0.966,με,位置1
1018,00:34:01,102.5,-0.966,με,位置1
1019,00:34:03,102.5,-0.966,με,位置1
1020,00:34:05,102.5,-0.966,με,位置1
1021,00:34:07,102.5,-0.956,με,位置1
1022,00:34:09,102.5,-0.956,με,位置1
1023,00:34:11,102.5,-0.956,με,位置1
1024,00:34:13,102.5,-0.956,με,位置1
1025,00:34:15,102.5,-0.956,με,位置1
1026,00:34:17,102.5,-0.956,με,位置1
1027,00:34:19,102.5,-0.956,με,位置1
1028,00:34:21,102.5,-0.956,με,位置1
1029,00:34:23,102.5,-0.956,με,位置1
1030,00:34:25,102.5,-0.956,με,位置1
1031,00:34:27,102.5,-0.946,με,位置1
1032,00:34:29,102.5,-0.946,με,位置1
1033,00:34:31,102.5,-0.946,με,位置1
1034,00:34:33,102.5,-0.946,με,位置1
1035,00:34:35,102.5,-0.937,με,位置1
1036,00:34:37,102.5,-0.946,με,位置1
1037,00:34:39,102.5,-0.937,με,位置1
1038,00:34:41,102.5,-0.937,με,位置1
1039,00:34:43,102.5,-0.946,με,位置1
1040,00:34:45,102.5,-0.937,με,位置1
1041,00:34:47,102.5,-0.937,με,位置1
1042,00:34:49,102.5,-0.937,με,位置1
1043,00:34:51,102.5,-0.937,με,位置1
1044,00:34:53,102.5,-0.937,με,位置1
1045,00:34:55,102.5,-0.937,με,位置1
1046,00:34:57,102.5,-0.937,με,位置1
1047,00:34:59,102.5,-0.937,με,位置1
1048,00:35:01,102.5,-0.927,με,位置1
1049,00:35:03,102.5,-0.937,με,位置1
1050,00:35:05,102.5,-0.927,με,位置1
1051,00:35:07,102.5,-0.937,με,位置1
1052,00:35:09,102.5,-0.937,με,位置1
1053,00:35:11,102.5,-0.937,με,位置1
1054,00:35:13,102.5,-0.917,με,位置1
1055,00:35:15,102.5,-0.937,με,位置1
1056,00:35:17,102.5,-0.937,με,位置1
1057,00:35:19,102.5,-0.927,με,位置1
1058,00:35:21,102.5,-0.927,με,位置1
1059,00:35:23,102.5,-0.927,με,位置1
1060,00:35:25,102.5,-0.927,με,位置1
1061,00:35:27,102.5,-0.927,με,位置1
1062,00:35:29,102.5,-0.927,με,位置1
1063,00:35:31,102.5,-0.927,με,位置1
1064,00:35:33,102.5,-0.927,με,位置1
1065,00:35:35,102.5,-0.927,με,位置1
1066,00:35:37,102.5,-0.917,με,位置1
1067,00:35:39,102.5,-0.917,με,位置1
1068,00:35:41,102.5,-0.917,με,位置1
1069,00:35:43,102.5,-0.917,με,位置1
1070,00:35:45,102.5,-0.917,με,位置1
1071,00:35:47,102.5,-0.917,με,位置1
1072,00:35:49,102.5,-0.917,με,位置1
1073,00:35:51,102.5,-0.917,με,位置1
1074,00:35:53,102.5,-0.917,με,位置1
1075,00:35:55,102.5,-0.917,με,位置1
1076,00:35:57,102.5,-0.917,με,位置1
1077,00:35:59,102.5,-0.917,με,位置1
1078,00:36:01,102.5,-0.907,με,位置1
1079,00:36:03,102.5,-0.907,με,位置1
1080,00:36:05,102.5,-0.907,με,位置1
1081,00:36:07,102.5,-0.907,με,位置1
1082,00:36:09,102.5,-0.907,με,位置1
1083,00:36:11,102.5,-0.907,με,位置1
1084,00:36:13,102.5,-0.898,με,位置1
1085,00:36:15,102.5,-0.898,με,位置1
1086,00:36:17,102.5,-0.898,με,位置1
1087,00:36:19,102.5,-0.898,με,位置1
1088,00:36:21,102.5,-0.888,με,位置1
1089,00:36:23,102.5,-0.888,με,位置1
1090,00:36:25,102.5,-0.888,με,位置1
1091,00:36:27,102.5,-0.888,με,位置1
1092,00:36:29,102.5,-0.878,με,位置1
1093,00:36:31,102.5,-0.878,με,位置1
1094,00:36:33,102.5,-0.878,με,位置1
1095,00:36:35,102.5,-0.878,με,位置1
1096,00:36:37,102.5,-0.878,με,位置1
1097,00:36:39,102.5,-0.868,με,位置1
1098,00:36:41,102.5,-0.868,με,位置1
1099,00:36:43,102.5,-0.868,με,位置1
1100,00:36:45,102.5,-0.868,με,位置1
1101,00:36:47,102.5,-0.868,με,位置1
1102,00:36:49,102.5,-0.868,με,位置1
1103,00:36:51,102.5,-0.859,με,位置1
1104,00:36:53,102.5,-0.868,με,位置1
1105,00:36:55,102.5,-0.859,με,位置1
1106,00:36:57,102.5,-0.849,με,位置1
1107,00:36:59,102.5,-0.849,με,位置1
1108,00:37:01,102.5,-0.849,με,位置1
1109,00:37:03,102.5,-0.849,με,位置1
1110,00:37:05,102.5,-0.839,με,位置1
1111,00:37:07,102.5,-0.839,με,位置1
1112,00:37:09,102.5,-0.839,με,位置1
1113,00:37:11,102.5,-0.839,με,位置1
1114,00:37:13,102.5,-0.839,με,位置1
1115,00:37:15,102.5,-0.839,με,位置1
1116,00:37:17,102.5,-0.839,με,位置1
1117,00:37:19,102.5,-0.839,με,位置1
1118,00:37:21,102.5,-0.820,με,位置1
1119,00:37:23,102.5,-0.820,με,位置1
1120,00:37:25,102.5,-0.820,με,位置1
1121,00:37:27,102.5,-0.820,με,位置1
1122,00:37:29,102.5,-0.820,με,位置1
1123,00:37:31,102.5,-0.820,με,位置1
1124,00:37:33,102.5,-0.820,με,位置1
1125,00:37:35,102.5,-0.820,με,位置1
1126,00:37:37,102.5,-0.810,με,位置1
1127,00:37:39,102.5,-0.810,με,位置1
1128,00:37:41,102.5,-0.810,με,位置1
1129,00:37:43,102.5,-0.810,με,位置1
1130,00:37:45,102.5,-0.810,με,位置1
1131,00:37:47,102.5,-0.810,με,位置1
1132,00:37:49,102.5,-0.800,με,位置1
1133,00:37:51,102.5,-0.800,με,位置1
1134,00:37:53,102.5,-0.800,με,位置1
1135,00:37:55,102.5,-0.800,με,位置1
1136,00:37:57,102.5,-0.800,με,位置1
1137,00:37:59,102.5,-0.790,με,位置1
1138,00:38:01,102.5,-0.800,με,位置1
1139,00:38:03,102.5,-0.790,με,位置1
1140,00:38:05,102.5,-0.800,με,位置1
1141,00:38:07,102.5,-0.790,με,位置1
1142,00:38:09,102.5,-0.790,με,位置1
1143,00:38:11,102.5,-0.800,με,位置1
1144,00:38:13,102.5,-0.790,με,位置1
1145,00:38:15,102.5,-0.790,με,位置1
1146,00:38:17,102.5,-0.790,με,位置1
1147,00:38:19,102.5,-0.790,με,位置1
1148,00:38:21,102.5,-0.790,με,位置1
1149,00:38:23,102.5,-0.780,με,位置1
1150,00:38:25,102.5,-0.780,με,位置1
1151,00:38:27,102.5,-0.790,με,位置1
1152,00:38:29,102.5,-0.790,με,位置1
1153,00:38:31,102.5,-0.790,με,位置1
1154,00:38:33,102.5,-0.790,με,位置1
1155,00:38:35,102.5,-0.780,με,位置1
1156,00:38:37,102.5,-0.780,με,位置1
1157,00:38:39,102.5,-0.780,με,位置1
1158,00:38:41,102.5,-0.780,με,位置1
1159,00:38:43,102.5,-0.771,με,位置1
1160,00:38:45,102.5,-0.771,με,位置1
1161,00:38:47,102.5,-0.771,με,位置1
1162,00:38:49,102.5,-0.771,με,位置1
1163,00:38:51,102.5,-0.761,με,位置1
1164,00:38:53,102.5,-0.761,με,位置1
1165,00:38:55,102.5,-0.761,με,位置1
1166,00:38:57,102.5,-0.761,με,位置1
1167,00:38:59,102.5,-0.761,με,位置1
1168,00:39:01,102.5,-0.761,με,位置1
1169,00:39:03,102.5,-0.761,με,位置1
1170,00:39:05,102.5,-0.761,με,位置1
1171,00:39:07,102.5,-0.761,με,位置1
1172,00:39:09,102.5,-0.761,με,位置1
1173,00:39:11,102.5,-0.761,με,位置1
1174,00:39:13,102.5,-0.761,με,位置1
1175,00:39:15,102.5,-0.751,με,位置1
1176,00:39:17,102.5,-0.751,με,位置1
1177,00:39:19,102.5,-0.751,με,位置1
1178,00:39:21,102.5,-0.751,με,位置1
1179,00:39:23,102.5,-0.751,με,位置1
1180,00:39:25,102.5,-0.751,με,位置1
1181,00:39:27,102.5,-0.751,με,位置1
1182,00:39:29,102.5,-0.751,με,位置1
1183,00:39:31,102.5,-0.751,με,位置1
1184,00:39:33,102.5,-0.751,με,位置1
1185,00:39:35,102.5,-0.751,με,位置1
1186,00:39:37,102.5,-0.751,με,位置1
1187,00:39:39,102.5,-0.751,με,位置1
1188,00:39:41,102.5,-0.751,με,位置1
1189,00:39:43,102.5,-0.751,με,位置1
1190,00:39:45,102.5,-0.751,με,位置1
1191,00:39:47,102.5,-0.751,με,位置1
1192,00:39:49,102.5,-0.751,με,位置1
1193,00:39:51,102.5,-0.751,με,位置1
1194,00:39:53,102.5,-0.751,με,位置1
1195,00:39:55,102.5,-0.751,με,位置1
1196,00:39:57,102.5,-0.751,με,位置1
1197,00:39:59,102.5,-0.761,με,位置1
1198,00:40:01,102.5,-0.761,με,位置1
1199,00:40:03,102.5,-0.751,με,位置1
1200,00:40:05,102.5,-0.741,με,位置1
1201,00:40:07,102.5,-0.741,με,位置1
1202,00:40:09,102.5,-0.732,με,位置1
1203,00:40:11,102.5,-0.732,με,位置1
1204,00:40:13,102.5,-0.732,με,位置1
